id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
759,Wandering Dragon,24 Hours ,2000,17 Hours ,No,120000,"The Wandering Dragon is a Rare Dragon   with the primary typing of Light. The Wandering Dragon can also learn Sea and  Nature moves.      The Wandering Dragon is often seen ambling through the mysterious woods of Illusion Island looking for a victim of his absurd riddles, which he pulls from a bottomless satchel slung over his shoulder. The answer doesn’t matter, really, since where he comes from, everything is possible."
760,Permafrost Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Permafrost Dragon is a Epic Dragon   with the primary typing of Ice. The Permafrost Dragon can also learn Dark and  Sea moves.      The Permafrost Dragon survived in a frozen state for thousands of years, trapped between ice wedges practically since the Ice Age. But when climate change caused perennially frozen ground to start thawing, he managed to escape and is now in search of kindred spirits."
761,Rook Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Rook Dragon is a Very Rare Dragon   with the primary typing of Terra. The Rook Dragon can also learn Dark and  Nature moves.      At first sight, the Rook Dragon seems to be an exotic animal. But he is really a combination of architectural design and the eccentricity of a genius who spent his life playing with impossible machines unfit for the natural world. Despite his name, this dragon is no rookie in the battlefield."
762,Cubic Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Cubic Dragon is a Epic Dragon   with the primary typing of Metal. The Cubic Dragon can also learn Sea and  Nature moves.      The Cubic Dragon is a mathematically-inspired wonder. As he moves his complex body made of interlocking solids, he seems to be dividing three-dimensional space into a fourth dimension. This optical illusion makes it extremely difficult for his enemies to focus and find his weak spot."
763,Strange Dragon,3 Days ,4500,2 Days ,No,500000,"The Strange Dragon is a Legendary Dragon   with the primary typing of Legend. The Strange Dragon can also learn Metal and  Light moves.      This enigmatic dragon can only inhabit the freakish world of the Illusion Island, where dragons can exist simultaneously in several planes. The Strange Dragon carries an intricate geometric figure, his emblem and powerful weapon, using its false perspective to confuse and frustrate his enemies."
764,Farm Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Farm Dragon is a Epic Dragon   with the primary typing of Nature. The Farm Dragon can also learn Terra and  Pure moves.      They say if youve got it, flaunt it. Well this dragon has the best produce in all of Dragon City and hes not afraid to tell you. He is known for his love of fresh fruits and vegetables and also his long lectures on sustainable farming."
765,Charged Dragon,3 Days ,4500,2 Days ,No,500000,"The Charged Dragon is a Legendary Dragon   with the primary typing of Electric. The Charged Dragon can also learn Metal, Dark and  War moves.      Watching the Charged Dragon in action is no doubt electrifying. He has a reputation as an inexhaustible fighter, actually drawing his energy from the battlefield. However, his virtue becomes his vice, as he must be continuously engaged or retire to his cave to recharge."
766,Burglar Dragon,3 Days ,4500,2 Days ,No,500000,"The Burglar Dragon is a Legendary Dragon   with the primary typing of Legend. The Burglar Dragon can also learn Dark, Terra and  Electric moves.      When the Burglar Dragon, also known as Kenny, was little he was quite lonely. However, when he learned to use his ghost hands, everyone was fascinated by his abilities. The problem is that he ended up using his hands to steal and draw the attention of his friends… He became a burglar!"
767,Camouflaged Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Camouflaged Dragon is a Epic Dragon   with the primary typing of Nature. The Camouflaged Dragon can also learn Pure and  Terra moves.      The Camouflaged Dragon is an alluring creature, if you can spot it. This dragon has the ability to change its colors and patterns at will to match the environment. By resembling other close elements, he makes himself invisible when in danger or when it is his turn to become a predator."
768,Arsonist Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Arsonist Dragon is a Legendary Dragon   with the primary typing of Legend. The Arsonist Dragon can also learn Dark, War and  Flame moves.      Arsonist is his name and fire is his game. He started his burning career with a group of rebel friends, but now he rides solo. Take heed as this dragon will torch anything in his way and feels absolutely no remorse."
769,Loch Dragon,3 Days ,4500,2 Days ,No,500000,"The Loch Dragon is a Legendary Dragon   with the primary typing of Terra. The Loch Dragon can also learn Sea, Light and  Nature moves.      Long ago, a fisherman felt an unusually strong tug that almost capsized his boat. In a panic, he cut the line and rowed away. That night, Loch Dragon surfaced from the bottom of the lake and has since become a bit of a legend. He remains an elusive creature, his name still stirring fear."
770,Pixel Dragon,3 Days ,4500,2 Days ,No,500000,"The Pixel Dragon is a Legendary Dragon   with the primary typing of Legend. The Pixel Dragon can also learn Dark and  War moves.      The Pixel Dragon came from another dimension through a cable, but a glitch happened, so he landed here in low quality! This made him feel ashamed in the beginning, but now hes happy because pixels are what make him unique."
771,Doom Dragon,3 Days ,4500,2 Days ,No,500000,"The Doom Dragon is a Legendary Dragon   with the primary typing of Legend. The Doom Dragon can also learn Flame, Dark and  War moves.      Rumor has it that if you face the Doom Dragon in the battlefield and lose, youll never win a battle again. This might only be a rumor, but most prefer not to tempt fate, so they just avoid him."
772,Soap Bubble Dragon,,,,,,
773,Nirvana Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Nirvana Dragon is a Legendary Dragon   with the primary typing of Electric. The Nirvana Dragon can also learn Light, Nature and  Pure moves.      This majestic dragon is highly distinguished in Dragon City. Her feathers are made of the pure gold and her colors symbolize her prestige. She has the rare power of putting her enemies in a nirvanic state, allowing her to destroy at will."
774,Mist Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Mist Dragon is a Legendary Dragon   with the primary typing of Legend. The Mist Dragon can also learn Ice, Terra and  Sea moves.      The Mist Dragon is constantly surrounded by a thick layer of mist making it impossible to see him until it’s too late... exactly how he likes it. With his fierce sneak attacks he always has the upper hand in battle giving him full control."
775,High Portal Dragon,,,,,,
776,Everest Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Everest Dragon is a Legendary Dragon   with the primary typing of Ice. The Everest Dragon can also learn Terra and  Legend moves.      He may look cute but take caution, this dragon is more dangerous than he seems. He’s quite stubborn and there are challenges to surviving him. If you don’t adapt, the results can be deadly. But hey, that’s why he’s so fascinating."
777,Wax Dragon,3 Days ,4500,2 Days ,No,500000,"The Wax Dragon is a Legendary Dragon   with the primary typing of Legend. The Wax Dragon can also learn Flame, Terra and  Pure moves.      The Wax Dragon started his career modeling in wax museums. He prides himself on always looking pristine and has not one drip out of place. Although he’s beautiful, look but don’t touch-he’ll stick to you and cause a third-degree burn."
778,Fire&ice Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Fire&ice Dragon is a Epic Dragon   with the primary typing of Legend. The Fire&ice Dragon can also learn Flame and  Ice moves.      This dragon is a walking juxtaposition. He’s a fiery force to be reckoned with, but also a cool and calm caretaker. You can find him traveling with his best friend, the Ice&Fire Dragon, trying to maintain the peace between the two sides."
779,Melted Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,18000,"The Melted Dragon is a Epic Dragon   with the primary typing of Sea. The Melted Dragon can also learn Ice and  Flame moves.      Curiosity melted the dragon. Since he was little, this dragon has always wanted to be a fire dragon. He longs to frolic in the solar coronas magnificent flares or relax in volcanic lava tubs with his friends, but every time he gets too close, the poor thing melts."
780,Ice Bullet Dragon,,,,,,
781,Nitrogen Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Nitrogen Dragon is a Epic Dragon   with the primary typing of Ice. The Nitrogen Dragon can also learn Metal and  Pure moves.      The Nitrogen Dragon is what happens when a certain someone, ahem Scientific Dragon, forgets to clean up the dragon lab and a bottle of nitrogen is spilled. This dragon is not to be treated lightly, one misstep can wreak deadly havoc."
782,Holy Dragon,3 Days ,4500,2 Days ,No,500000,"The Holy Dragon is a Legendary Dragon   with the primary typing of Legend. The Holy Dragon can also learn Light, Electric and  Nature moves.      The Holy Dragon is a lover not a fighter, but if there’s anything she’s willing to fight for, it’s peace and truth. During her young dragon years she tried to be a rebel to fit in, but it didn’t last long. She has since embraced her goodness and others have followed her lead."
783,Desmuk Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Desmuk Dragon is a Epic Dragon   with the primary typing of Terra. The Desmuk Dragon can also learn Nature and  Light moves.      These immaculate creatures feathers are in high demand and rumored to have medicinal properties. To fight against extinction and the illegal feather trade, the few that are left migrated to Dragon City and hid in different portals."
784,Boulder Dragon,3 Days ,4500,2 Days ,No,500000,"The Boulder Dragon is a Legendary Dragon   with the primary typing of Terra. The Boulder Dragon can also learn War and  Light moves.      Some things get better with age and the Boulder Dragon is one of them. He’s literally been around for thousands of years and hasn’t eroded. He’s usually nice although, don’t make the mistake of asking exactly how old he is, or you’ll find yourself between a rock and a hard place."
785,Night Forest Dragon,,,,,,
786,Kitsune Dragon,3 Days ,4500,2 Days ,No,500000,"The Kitsune Dragon is a Legendary Dragon   with the primary typing of Flame. The Kitsune Dragon can also learn Legend and  Dark moves.      This is the only dragon to hold a record for fastest battle won. He can win a battle in a matter of milliseconds and he’s not even trained, just a natural. He was born with an innate skill that allows him to use the multiverse’s magnetic field to win battles. No fair right?"
787,Anemone Dragon,3 Days ,4500,2 Days ,No,500000,"The Anemone Dragon is a Legendary Dragon   with the primary typing of Sea. The Anemone Dragon can also learn Flame and  Dark moves.      The Anemone Dragon may be rough and tough on the outside, but he’s a big softy on the inside. He likes to appear that way because if he laughs too hard it will trigger his poisonous tentacles and nobody wants that, now do they? Just ask the many friends he’s stung by accident."
788,Snapper Dragon,3 Days ,4500,2 Days ,No,500000,"The Snapper Dragon is a Legendary Dragon   with the primary typing of Nature. The Snapper Dragon can also learn Dark, Light and  Sea moves.      Fireflies can’t escape being eaten for dinner when the Snapper Dragon is around. In fact, he loves them so much that every time he hiccups, there are beautiful sprinkles of light."
789,Timeless Dragon,3 Days ,4500,2 Days ,No,500000,"The Timeless Dragon is a Legendary Dragon   with the primary typing of Electric. The Timeless Dragon can also learn Light, Dark and  Metal moves.      This dragon has been around for who knows how long. It is said that, whenever he starts to get old, he just turns around his magical hourglass and he goes back to the perfect age for dragons: 134 years old."
790,Iced Sea Dragon,,,,,,
791,Battler Dragon,3 Days ,4500,2 Days ,No,500000,The Battler Dragon is a Legendary Dragon   with the primary typing of Metal. The Battler Dragon can also learn Ice and  War moves.      The Battler Dragon is one you don’t want to mess with. For years he ran an illegal underground battle arena. The authorities eventually caught on to him but let’s just say he still fights dirty.
792,Inky Dragon,3 Days ,4500,2 Days ,No,500000,The Inky Dragon is a Legendary Dragon   with the primary typing of Dark. The Inky Dragon can also learn War and  Sea moves.      This dragon takes his art seriously. He’s also a tad bit dramatic and doesn’t handle rejection very well. He tends to harbor resentment for anyone who doesn’t like his paintings. Just one criticism will have him throwing inkblots at you.
793,King Ragnar Dragon,,,,,,
794,Emperor Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Emperor Dragon is a Legendary Dragon   with the primary typing of Light. The Emperor Dragon can also learn Metal, Pure and  Dark moves.      The Emperor Dragon hails from the east, where all light is born, and where he learned to harness this radiant energy to cause damage. His power is renewed from the circle of light at the center of the arena, and his rivals are exposed to such intensity that they tend to fade away."
795,Dumpling Dragon,3 Days ,4500,2 Days ,No,500000,"The Dumpling Dragon is a Legendary Dragon   with the primary typing of Nature. The Dumpling Dragon can also learn Legend, Pure and  War moves.      Let’s walk you through the last dinner party the Dumpling Dragon had…hmm, let’s see-Dragon City was filled with smoke, all the dragons cried, the end. To avoid this happening again in the future we try not to let him into the kitchen."
796,Pine Dragon,3 Days ,4500,2 Days ,No,500000,"The Pine Dragon is a Legendary Dragon   with the primary typing of Legend. The Pine Dragon can also learn Nature and  Ice moves.      The Pine Dragon is happiest all covered in snow, so every year when Christmas is over, he returns to his favorite spot at the very top of the mountain, where it’s nice and cold even in summer!"
797,Shamanny Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Shamanny Dragon is a Legendary Dragon   with the primary typing of Legend. The Shamanny Dragon can also learn Flame and  Dark moves.      The Shamanny Dragon does all sorts of crazy rituals and summons dark souls onto the battlefield to win. However, if he doesn’t concentrate well, he ends up summoning strange things like clowns and puppies!"
798,High Celestial Dragon,,,,,,
799,Dogkun Dragon,3 Days ,4500,2 Days ,No,500000,"The Dogkun Dragon is a Legendary Dragon   with the primary typing of Terra. The Dogkun Dragon can also learn Light, Pure and  Metal moves.      The Dogkun Dragon’s focus in battle seems unbreakable, especially if it’s the Catkun Dragon who he’s fighting against. However, there is one thing that can distract him: Sausages!"
800,Catkun Dragon,3 Days ,4500,2 Days ,No,500000,"The Catkun Dragon is a Legendary Dragon   with the primary typing of Ice. The Catkun Dragon can also learn Dark, Pure and  War moves.      When he’s not in an epic fight against the Dogkun Dragon or sharpening his claws, the Catkun Dragon can be found relaxing by the fire with a big bowl of milk."
801,Gear Dragon,24 Hours ,2000,17 Hours ,No,120000,"The Gear Dragon is a Rare Dragon   with the primary typing of Metal. The Gear Dragon can also learn Electric moves.      This huge robot dragon literally defies the laws of physics. Equipped with high-grade steel, it has intense force and speed with no compromise. A unique build, it’s able to withstand brutal attacks and blast through intact buildings."
802,Kernel Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Kernel Dragon is a Very Rare Dragon   with the primary typing of Dark. The Kernel Dragon can also learn Electric and  Pure moves.      The Kernel Dragon plays an essential role in maintaining balance in Dragon City. Rings of energy and power, drawn from surrounding planets, orbit this dragon. However, when gorged with too much energy it uses the excess to attack."
803,Piston Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Piston Dragon is a Epic Dragon   with the primary typing of War. The Piston Dragon can also learn Metal and  Flame moves.      The Piston Dragon was auto racing’s secret formula...until it escaped. Designed with resiliency and an explosive burn, this dragon couldn’t bear being confined to life on the race tracks so it used its innovation to flee to Dragon City."
804,Turbo Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Turbo Dragon is a Legendary Dragon   with the primary typing of Legend. The Turbo Dragon can also learn Electric, Metal and  Flame moves.      The Turbo Dragon isn’t just a hunk of metal, it’s ingenious. By usurping its automatic system, it created turbo energy to increase its power. And if that wasn’t enough, it sensitized it’s laser eyes and can detect motion from miles away."
805,Destiny Dragon,9 Hours ,1500,9 Hours ,Yes,60000,"The Destiny Dragon is a Common Dragon   with the primary typing of Primal. The Destiny Dragon can also learn Ice moves.      The purest dragon of the Primal element! It is said that just by standing close to him, you can feel his aura of magic and power. The Destiny Dragon is something like a King of Dragonverse."
806,Hard-headed Dragon,12 Hours ,2000,17 Hours ,Yes,120000,The Hard-headed Dragon is a Rare Dragon   with the primary typing of Primal. The Hard-headed Dragon can also learn Terra moves.      If Deus had a dollar for every time someone complained about the Hard-headed Dragon…He has a major ego and is so stubborn that no one wants to share a habitat with him. Good thing he knows how to put that hard head to use in battle.
807,Fuming Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Fuming Dragon is a Very Rare Dragon   with the primary typing of Primal. The Fuming Dragon can also learn Flame moves.      Hell hath no fury like the Fuming Dragon scorned. This dragon is actually pretty calm however, when provoked he releases a rage of destructive force. We hear the last dragon that made him angry was burned to a crisp. You have been warned."
808,Solar-powered Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,The Solar-powered Dragon is a Epic Dragon   with the primary typing of Primal. The Solar-powered Dragon can also learn Terra and  Flame moves.      What began as an initiative to make Dragon City greener has now taken on a life of its own. The Solar-powered Dragon requires little maintenance and is inexhaustible. It’s also robotically enhanced to ensure utter disintegration in battle.
809,Vulcan Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Vulcan Dragon is a Legendary Dragon   with the primary typing of Primal. The Vulcan Dragon can also learn Terra, Flame and  War moves.      This feathered dragon is a rare breed that is only seen once every few years. No one is certain of its exact origins but it’s said to live in distinct areas in the upper slopes of dormant volcanoes and is resilient to extremely high heat."
810,Aquanaut Dragon,9 Hours ,1500,9 Hours ,Yes,60000,"The Aquanaut Dragon is a Common Dragon   with the primary typing of Primal. The Aquanaut Dragon can also learn Sea moves.      If you can’t tell already, this dragon loves the water. Although we’ll admit, he takes it a bit too seriously. He doesn’t really need the gear, he bought it second hand to make himself seem more legit."
811,Grass Dragon,9 Hours ,1500,9 Hours ,Yes,60000,"The Grass Dragon is a Common Dragon   with the primary typing of Primal. The Grass Dragon can also learn Nature moves.      The Grass Dragon’s favorite food is seaweed. He likes to have it for breakfast, lunch, and dinner and he doesn’t believe in sharing. Don’t try to steal a bite, he keeps a close count and will attack you if you do. Just a warning."
812,Ride Dragon,18 Hours ,1500,9 Hours ,No,60000,"The Ride Dragon is a Common Dragon   with the primary typing of Primal. The Ride Dragon can also learn Electric moves.      If you think taxi services are good, check out the Ride Dragon. It knows the fastest routes around Dragon City and doesn’t need to stop for gas. It will pick you up from anywhere as long as you promise not to change the radio station."
813,Verglas Dragon,12 Hours ,2000,17 Hours ,Yes,120000,The Verglas Dragon is a Rare Dragon   with the primary typing of Primal. The Verglas Dragon can also learn Ice moves.      Thousands of years ago archaeologists froze the Verglas Dragon and transported it to a museum. Little did they know by freezing it they were restoring it to its natural element. It broke free and now roams freely around Dragon City.
814,Big Fins Dragon,,,,,,
815,Sailer Dragon,12 Hours ,2000,17 Hours ,Yes,120000,The Sailer Dragon is a Rare Dragon   with the primary typing of Primal. The Sailer Dragon can also learn Dark moves.      Someone once made the mistake of throwing the Sailer Dragon a surprise party. Not a good idea. This dragon is always on guard and suspicious of everyone. Next time just give him a cake or else he’ll use his extra eyes to spy on you.
816,Transcendence Dragon,12 Hours ,2000,17 Hours ,Yes,120000,"The Transcendence Dragon is a Rare Dragon   with the primary typing of Primal. The Transcendence Dragon can also learn Light moves.      As a self-proclaimed rule protector, the Transcendence Dragon believes in following all the rules in Dragon City. Any rule he sees not being abided by will result in him setting up an immediate meeting with Deus, no questions asked."
817,Dual Blade Dragon,,,,,,
818,Breaker Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Breaker Dragon is a Very Rare Dragon   with the primary typing of Primal. The Breaker Dragon can also learn Light moves.      Someone needs to tell the Breaker Dragon that it’s not okay to go around breaking things when you don’t get your way. Where do you think he gets his name from? This dragon has a serious temper, but we’ve been told he’s working on it."
819,Huntsdraco Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Huntsdraco Dragon is a Very Rare Dragon   with the primary typing of Primal. The Huntsdraco Dragon can also learn Electric moves.      This methodical hunter likes to hide in the shadows, light up his bulb to attract his victim’s attention and… dinner time! Then, on to the next one."
820,Chase Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Chase Dragon is a Very Rare Dragon   with the primary typing of Primal. The Chase Dragon can also learn Metal moves.      This dragon will give you goosebumps-and not the good kind. Working together with the Hellgate Dragon, he roams the city looking for those who have escaped from hell. He traded in his feet for wheels to make sure no one can escape for long."
821,Prewings Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,The Prewings Dragon is a Very Rare Dragon   with the primary typing of Primal. The Prewings Dragon can also learn Light and  Sea moves.      They may look innocent but be careful what you say around these dragons-they love to gossip. They’re always stirring up drama and can be seen running from habitat to habitat or lying flat on the ground eavesdropping to get some juicy dirt.
822,Heavy Armored Dragon,,,,,,
823,Masked Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Masked Dragon is a Epic Dragon   with the primary typing of Primal. The Masked Dragon can also learn Legend, Ice and  Metal moves.      The Masked Dragon leads a very ancient tribe in Dragonverse. Each of the feathers on his body belongs to a defeated enemy. He has never lost a battle, so no one ever doubts him as a true chief!"
824,Mammatus Dragon,3 Days ,4500,2 Days ,No,500000,"The Mammatus Dragon is a Legendary Dragon   with the primary typing of Primal. The Mammatus Dragon can also learn Electric, War and  Dark moves.      This massive creature is one of the big guys at Dragonverse. He uses his thick tail to stun enemies and, once they’re paralyzed on the ground, he opens his big mouth and devours them!"
825,Frilled Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Frilled Dragon is a Epic Dragon   with the primary typing of Primal. The Frilled Dragon can also learn Flame and  Dark moves.      The Frilled Dragon, otherwise known as Queen Frill, is high maintenance and wants the red carpet rolled out for her. She comes from a long lineage of royalty and expects to be treated as such. If not she will get extremely agitated and hostile."
826,Huntress Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Huntress Dragon is a Epic Dragon   with the primary typing of Primal. The Huntress Dragon can also learn Electric and  War moves.      Her unique skull in the shape of an arrowhead makes this dragon an exceptional huntress. She can aim like no other and once she sees her target from the sky, she dives flawlessly right on top of it."
827,Fiery Dragon,3 Days ,4500,2 Days ,No,500000,"The Fiery Dragon is a Legendary Dragon   with the primary typing of War. The Fiery Dragon can also learn Metal, Ice and  Dark moves.      There are rumors floating around that this dragon’s bark is worse than his bite, but let us be very clear...one sting from this dragon and you will need to seek immediate medical attention. So yes, he’s as aggressive as he looks."
828,Antimatter Dragon,3 Days ,4500,4 Days ,No,500000,"The Antimatter Dragon is a Legendary Dragon   with the primary typing of Dark. The Antimatter Dragon can also learn Pure, Legend and  Primal moves.      If this dragon’s unruly aggression or horns that emit exorbitant heat don’t scare you, then his black hole will. No one knows what’s inside of it because no one has ever escaped it. Its pull is so strong that not even light can escape."
829,Outcry Dragon,2 days 16 hrs ,4500,1 days 12 hrs ,No,500000,"The Outcry Dragon is a Legendary Dragon   with the primary typing of War. The Outcry Dragon can also learn Dark, Sea and  Ice moves.      The Outcry Dragon’s job was to protect legions of soldiers, but after they saw how aggressive he got every time he saw enemies, the generals decided to put him in the front line of battle, where he’s most useful, burning opponents before they can even approach soldiers!"
830,Movie Fanatic Dragon,,,,,,
831,High Superstition Dragon,,,,,,
832,Ovi Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Ovi Dragon is a Epic Dragon   with the primary typing of Primal. The Ovi Dragon can also learn Nature and  Light moves.      Don’t want your eggs coated in paint? Then hide them from this dragon. He dresses everything in bright colors and goes around stealing eggs to put his finishing touches on. But don’t worry, he gives them back… dripping in paint of course."
833,Enchanted Dragon,3 Days ,4500,2 Days ,No,500000,"The Enchanted Dragon is a Legendary Dragon   with the primary typing of Light. The Enchanted Dragon can also learn Dark, Terra and  Flame moves.      The Enchanted Dragon is the master of manipulation. He lurks in the corners of the forest waiting to cast his powerful spells to get you right where he wants you. Once under his spell he will use you to get revenge on his enemies."
834,Ratabite Dragon,3 Days ,4500,2 Days ,No,500000,"The Ratabite Dragon is a Legendary Dragon   with the primary typing of Terra. The Ratabite Dragon can also learn Metal, Dark and  War moves.      The Ratabite Dragon was once kidnapped for experimentation by sketchy scientists and confined to life in a lab. He’s since then escaped but beware-all the testing left him aggressive, irate, and deranged."
835,Reddishi Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,The Reddishi Dragon is a Epic Dragon   with the primary typing of Flame. The Reddishi Dragon can also learn Light and  Terra moves.      This furry dragon has a serious thirst for knowledge and likes to get his hands into everything. His rummages and persistent questions can be a bit of a nuisance and keep everyone up at night but he’s so cute he gets away with it.
836,Neumon Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Neumon Dragon is a Epic Dragon   with the primary typing of Ice. The Neumon Dragon can also learn Sea and  Metal moves.      The Neumon Dragon was built for complete demolition. His body is made of pure metal and ice and is practically indestructible. Using his beady eyes and releasing razor-sharp ice chunks, he’s able to stop his enemies dead in their tracks."
837,Raino Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,The Raino Dragon is a Epic Dragon   with the primary typing of Terra. The Raino Dragon can also learn Nature and  War moves.      The Raino Dragon comes from the Eastern Mountains where virtue and strength are strong traits. Contrary to common belief it is not triggered by color but rather by movement so be very cautious if you happen to see it or else it will charge.
838,Swamp Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,The Swamp Dragon is a Very Rare Dragon   with the primary typing of Sea. The Swamp Dragon can also learn Nature and  Terra moves.      First you see it…now you don’t. You must be quick to spot this dragon. It loves to hide and is always on the lookout. It has an impeccable sense of sight and smell and can detect an enemy from miles away causing it to hide under water.
839,Corruption Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,The Corruption Dragon is a Epic Dragon   with the primary typing of Dark. The Corruption Dragon can also learn Ice and  Terra moves.      Don’t get too close to this one or he’ll hiss at you. He has an evil personality and destructive behavior. He thinks everyone is a goblin and mysteriously creeps around Dragon City. Fresh fish is the only thing that will calm him down.
840,Daybreak Dragon,2 Days ,4500,24 Hours ,No,500000,"The Daybreak Dragon is a Legendary Dragon   with the primary typing of Light. The Daybreak Dragon can also learn Metal, Flame and  War moves.      As a loyal servant to the queen, the Daybreak dragon has been trusted to watch over her most precious gold and jewels. But when the queen is away, this dragon will play. She loves playing dress up with all the gold and jewels."
841,Skeleton Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Skeleton Dragon is a Epic Dragon   with the primary typing of Metal. The Skeleton Dragon can also learn Dark and  Terra moves.      The Skeleton Dragon used to be a faithful knight until he died suddenly in battle. Still bitter and believing he was taken well before his time, he spends his days haunting Dragon City. When he’s around heads will roll…literally."
842,Gauntlet Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,The Gauntlet Dragon is a Epic Dragon   with the primary typing of Flame. The Gauntlet Dragon can also learn Dark and  Light moves.      The Gauntlet Dragon’s blaze is intense enough to set the entire city on fire. It has an insatiable rage that forces it to obliterate anything that stands in its way and when it flies through the city it leaves a sweltering trail of fire.
843,Gigantic Dragon,2 Days ,3000,24 Hours ,No,240000,"The Gigantic Dragon is a Epic Dragon   with the primary typing of Nature. The Gigantic Dragon can also learn Dark and  Light moves.      There was a time when the Gigantic Dragon led an entire tribe of massive creatures. However, after a tragic war, he was the only survivor of the tribe. Now he has no one to lead, but he still holds onto his crown."
844,Bomber Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Bomber Dragon is a Legendary Dragon   with the primary typing of Sea. The Bomber Dragon can also learn Nature, Metal and  Flame moves.      After a small stint under the general, this dragon decided he didn’t like taking orders and would rather take matters into his own hands. He’s extremely territorial so if you even so much as look like a threat, he’ll drop a bomb."
845,Surprising Dragon,3 Days ,4500,2 Days ,No,500000,"The Surprising Dragon is a Legendary Dragon   with the primary typing of Pure. The Surprising Dragon can also learn Metal, Dark and  Nature moves.      If your instinct is to swaddle this dragon and make him your pet, remember that looks can be deceiving. Despite his cutesy reputation he is among the most aggressive and his attacks will leave you wishing you had looked and not touched."
846,Scaredy Cat Dragon,,,,,,
847,Black Magic Dragon,,,,,,
848,Wisdom Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Wisdom Dragon is a Epic Dragon   with the primary typing of Light. The Wisdom Dragon can also learn Sea and  Pure moves.      The Wisdom Dragon is truly exceptional. Not only has he read more books than any other dragon in Dragon City, but he also has a photographic memory allowing him to retrieve anything from his memory at will-including secrets for battles."
849,Neo-akimori Dragon,24 Hours ,2000,17 Hours ,No,120000,"The Neo-akimori Dragon is a Rare Dragon   with the primary typing of Flame. The Neo-akimori Dragon can also learn Electric and  Metal moves.      Whether it’s his smooth talk, chiseled robotic jaw, or his hip style, the Neo-Akimori Dragon knows how to make all the ladies swoon. You’ll never catch him losing in battle because he does whatever it takes to keep his street cred."
850,Neo-izumi Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Neo-izumi Dragon is a Very Rare Dragon   with the primary typing of Light. The Neo-izumi Dragon can also learn Electric and  Metal moves.      The Neo-Izumi Dragon is a pro with her sword. Her attacks are as incredible as she is and her skill is so good, she could attack with her eyes closed. Facts: the reason the Neo-Kira Dragon stays out of trouble is because she’s got his back."
851,Neo-kira Dragon,1 day 8 hrs ,3000,1 days 12 hrs ,Yes,240000,"The Neo-kira Dragon is a Epic Dragon   with the primary typing of Dark. The Neo-kira Dragon can also learn Sea, Electric and  Metal moves.      If you’re looking to have a serious discussion with the Neo-Kira Dragon don’t bother-he’s not here for it. But, if you’re looking to let your hair down and stay up till all hours then he’s your dragon. Count on him to bring the fun!"
